0	-5.5511151e-017
1	4.0528473e-002
2	0.0000000e+000
3	-9.1078399e-002
4	-5.5511151e-017
5	3.1309968e-001
6	5.0000000e-001
7	3.1309968e-001
8	-5.5511151e-017
9	-9.1078399e-002
10	0.0000000e+000
11	4.0528473e-002
12	-5.5511151e-017
